,batter_name,batter_batting_average,batter_walk_rate,batter_strikeout_rate,batter_contact_rate,batter_slugging_percent,batter_on_base_percentage,batter_whiff_rate,batter_singles_average,batter_doubles_triple_average,batter_home_run_average
890573,Blaze Alexander,0.2580645161290322,0.0663507109004739,0.1990521327014218,0.7168674698795181,0.3612903225806451,0.3195266272189349,0.2831325301204819,0.1935483870967742,0.0451612903225806,0.0193548387096774
884315,Austin Riley,0.2571428571428571,0.0645724258289703,0.2024432809773124,0.7286036036036037,0.4642857142857143,0.3172866520787746,0.2713963963963964,0.1452380952380952,0.0666666666666666,0.0452380952380952
883453,Ha-Seong Kim,0.2319587628865979,0.1059730250481695,0.1464354527938343,0.8363892806770099,0.3711340206185567,0.327313769751693,0.1636107193229901,0.1572164948453608,0.0463917525773195,0.0283505154639175
885827,Ke'Bryan Hayes,0.2352941176470588,0.0506607929515418,0.1629955947136563,0.8206349206349206,0.2941176470588235,0.281578947368421,0.1793650793650793,0.1988795518207282,0.0252100840336134,0.011204481792717
875711,Trey Cabbage,0.2058823529411764,0.0515463917525773,0.2474226804123711,0.6451612903225806,0.3382352941176471,0.2602739726027397,0.3548387096774194,0.1029411764705882,0.088235294117647,0.0147058823529411
878003,Jeimer Candelario,0.2274881516587677,0.0481283422459893,0.1996434937611408,0.7136514983351832,0.433649289099526,0.2739420935412027,0.2863485016648168,0.1208530805687203,0.0592417061611374,0.0473933649289099
877533,Nick Senzel,0.2068965517241379,0.0880503144654088,0.1823899371069182,0.7670329670329671,0.3491379310344827,0.2923076923076923,0.2329670329670329,0.125,0.0517241379310344,0.0301724137931034
874707,Nolan Gorman,0.2,0.0643939393939393,0.2727272727272727,0.609271523178808,0.3885714285714285,0.2708333333333333,0.390728476821192,0.1085714285714285,0.0428571428571428,0.0485714285714285
875489,Riley Adams,0.2201834862385321,0.0588235294117647,0.2287581699346405,0.717741935483871,0.3394495412844037,0.2796610169491525,0.282258064516129,0.146788990825688,0.055045871559633,0.018348623853211
873933,Abraham Toro,0.2415902140672783,0.0372208436724565,0.1513647642679901,0.8184663536776213,0.3516819571865443,0.2748538011695906,0.1815336463223787,0.1712538226299694,0.0519877675840978,0.018348623853211
863957,Adam Duvall,0.1801470588235294,0.0401069518716577,0.232620320855615,0.7174311926605504,0.3198529411764705,0.2229965156794425,0.2825688073394495,0.1139705882352941,0.0294117647058823,0.0367647058823529
864531,Javier Báez,0.1842105263157894,0.0345821325648415,0.1988472622478386,0.6959847036328872,0.2969924812030075,0.2194244604316546,0.3040152963671128,0.1165413533834586,0.0451127819548872,0.0225563909774436
859690,Alex Call,0.3541666666666667,0.0952380952380952,0.1428571428571428,0.821256038647343,0.5416666666666666,0.4259259259259259,0.178743961352657,0.2291666666666666,0.09375,0.03125
862883,Stuart Fairchild,0.2138364779874214,0.0691244239631336,0.1981566820276497,0.6536144578313253,0.3647798742138364,0.2816091954022988,0.3463855421686747,0.1383647798742138,0.0377358490566037,0.0377358490566037
857639,Willson Contreras,0.2642140468227424,0.1022727272727272,0.2181818181818181,0.6468842729970327,0.471571906354515,0.3604651162790697,0.3531157270029673,0.157190635451505,0.0568561872909698,0.0501672240802675
858056,Miguel Andujar,0.2837837837837837,0.0372492836676217,0.1146131805157593,0.8448275862068966,0.375,0.313915857605178,0.1551724137931034,0.2229729729729729,0.0472972972972973,0.0135135135135135
849979,Dominic Canzone,0.2091503267973856,0.0688073394495412,0.2293577981651376,0.646875,0.4117647058823529,0.2797619047619047,0.353125,0.1111111111111111,0.0457516339869281,0.0522875816993464
849804,Ji Hwan Bae,0.1940298507462686,0.0638297872340425,0.2234042553191489,0.7014925373134329,0.2238805970149253,0.2602739726027397,0.2985074626865671,0.1641791044776119,0.0298507462686567,0.0
843703,Brooks Baldwin,0.2129629629629629,0.0416666666666666,0.2083333333333333,0.7404255319148936,0.324074074074074,0.2543859649122807,0.2595744680851063,0.1388888888888889,0.0555555555555555,0.0185185185185185
838930,David Hamilton,0.2592592592592592,0.0554016620498614,0.1966759002770083,0.7515151515151515,0.4074074074074074,0.3103448275862069,0.2484848484848484,0.1666666666666666,0.0666666666666666,0.0259259259259259
837357,Vinnie Pasquantino,0.2627291242362525,0.0679933665008291,0.1177446102819237,0.8575727181544633,0.4439918533604888,0.3195488721804511,0.1424272818455366,0.1608961303462321,0.0631364562118126,0.0386965376782077
837948,Thairo Estrada,0.2200557103064067,0.0225733634311512,0.1670428893905192,0.8034055727554179,0.3481894150417827,0.2411924119241192,0.196594427244582,0.1476323119777158,0.0473537604456824,0.0250696378830083
834575,Alex Jackson,0.1259842519685039,0.0546448087431694,0.2513661202185792,0.6208053691275168,0.2440944881889764,0.1897810218978102,0.3791946308724832,0.0551181102362204,0.0472440944881889,0.0236220472440944
828374,Nick Loftin,0.2076923076923077,0.1065088757396449,0.1242603550295858,0.8416666666666667,0.2615384615384615,0.304054054054054,0.1583333333333333,0.1692307692307692,0.0307692307692307,0.0076923076923076
827292,Dominic Smith,0.2350597609561753,0.0773638968481375,0.2034383954154728,0.7445544554455445,0.3824701195219123,0.3093525179856115,0.2554455445544554,0.1354581673306772,0.0756972111553784,0.0239043824701195
829730,Ali Sánchez,0.1772151898734177,0.0384615384615384,0.2019230769230769,0.7839506172839507,0.2025316455696202,0.216867469879518,0.2160493827160493,0.1518987341772152,0.0253164556962025,0.0
824521,Max Kepler,0.2514619883040935,0.0459770114942528,0.167816091954023,0.7556818181818182,0.3771929824561403,0.292817679558011,0.2443181818181818,0.1695906432748538,0.0614035087719298,0.0204678362573099
821903,Corey Seager,0.2765957446808511,0.086038961038961,0.1509740259740259,0.768993839835729,0.5127659574468085,0.3499043977055449,0.231006160164271,0.1680851063829787,0.0446808510638297,0.0638297872340425
818223,DJ LeMahieu,0.2105263157894736,0.0781893004115226,0.139917695473251,0.8272980501392758,0.2684210526315789,0.2822966507177033,0.1727019498607242,0.1736842105263158,0.0263157894736842,0.0105263157894736
810918,Henry Davis,0.1515151515151515,0.0833333333333333,0.282051282051282,0.6445497630331753,0.2222222222222222,0.25,0.3554502369668246,0.101010101010101,0.0404040404040404,0.0101010101010101
812597,Jeff McNeil,0.2415458937198067,0.0647058823529411,0.1235294117647058,0.8260869565217391,0.3888888888888889,0.2975391498881432,0.1739130434782608,0.1521739130434782,0.0603864734299516,0.0289855072463768
809923,Jo Adell,0.2076923076923077,0.0623853211009174,0.2220183486238532,0.7062146892655368,0.3974358974358974,0.2712264150943396,0.2937853107344633,0.1179487179487179,0.041025641025641,0.0487179487179487
802968,Luis Campusano,0.232,0.0620915032679738,0.1209150326797385,0.8008849557522124,0.348,0.2862453531598513,0.1991150442477876,0.164,0.044,0.024
803477,Anthony Rendon,0.2205882352941176,0.0842911877394636,0.1340996168582375,0.8756613756613757,0.2696078431372549,0.2964601769911504,0.1243386243386243,0.1715686274509804,0.0490196078431372,0.0
798312,Luis Matos,0.2301587301587301,0.0340136054421768,0.1088435374149659,0.8770491803278688,0.3571428571428571,0.2595419847328244,0.1229508196721311,0.1666666666666666,0.0317460317460317,0.0317460317460317
796640,Tyler Freeman,0.2124183006535947,0.0682414698162729,0.1286089238845144,0.849912739965096,0.3300653594771242,0.2740963855421687,0.150087260034904,0.1437908496732026,0.0457516339869281,0.022875816993464
792391,Rob Refsnyder,0.2777777777777778,0.0625,0.20625,0.7202505219206681,0.4487179487179487,0.3346456692913386,0.2797494780793319,0.1794871794871795,0.0641025641025641,0.0341880341880341
794337,Alika Williams,0.2077922077922078,0.0306122448979591,0.1836734693877551,0.7908496732026143,0.2727272727272727,0.2375,0.2091503267973856,0.1558441558441558,0.0519480519480519,0.0
789093,Chas McCormick,0.2017543859649122,0.0546623794212218,0.2122186495176848,0.7024793388429752,0.2763157894736842,0.2571428571428571,0.2975206611570248,0.1578947368421052,0.0307017543859649,0.0131578947368421
791569,DJ Stewart,0.1777777777777777,0.1262626262626262,0.1919191919191919,0.7366412213740458,0.3037037037037037,0.30625,0.2633587786259542,0.1259259259259259,0.0148148148148148,0.037037037037037
791599,Daulton Varsho,0.2121896162528216,0.074074074074074,0.2125603864734299,0.7331189710610932,0.4130925507900677,0.2862985685071574,0.2668810289389067,0.1083521444695259,0.0632054176072234,0.0406320541760722
784640,Ryan Noda,0.1153846153846153,0.1,0.25,0.6569767441860465,0.1794871794871795,0.2333333333333333,0.3430232558139535,0.0769230769230769,0.0256410256410256,0.0128205128205128
787626,Cavan Biggio,0.1904761904761904,0.0930232558139534,0.2558139534883721,0.750788643533123,0.3095238095238095,0.2916666666666667,0.2492113564668769,0.1309523809523809,0.0297619047619047,0.0297619047619047
780843,Will Wagner,0.3376623376623376,0.0618556701030927,0.1443298969072164,0.8148148148148148,0.4935064935064935,0.3855421686746988,0.1851851851851851,0.2337662337662337,0.0779220779220779,0.0259740259740259
774435,Ben Gamel,0.2714285714285714,0.1574074074074074,0.1944444444444444,0.664,0.3714285714285714,0.4137931034482758,0.336,0.2,0.0571428571428571,0.0142857142857142
772733,Adrian Del Castillo,0.3098591549295774,0.0576923076923076,0.2596153846153846,0.6797385620915033,0.5352112676056338,0.3636363636363636,0.3202614379084967,0.1971830985915492,0.056338028169014,0.056338028169014
768881,Corey Julks,0.2278481012658227,0.055813953488372,0.2093023255813953,0.7467948717948718,0.3291139240506329,0.2823529411764706,0.2532051282051282,0.1645569620253164,0.0443037974683544,0.0189873417721519
768766,Jarred Kelenic,0.2285714285714285,0.0543071161048689,0.2247191011235955,0.66541822721598,0.3922077922077922,0.2826086956521739,0.3345817727840199,0.148051948051948,0.0415584415584415,0.0389610389610389
768762,Kevin Kiermaier,0.194331983805668,0.0294985250737463,0.2418879056047197,0.627906976744186,0.3117408906882591,0.22568093385214,0.3720930232558139,0.1295546558704453,0.0445344129554655,0.020242914979757
772144,Brian Serven,0.1636363636363636,0.0641025641025641,0.2307692307692307,0.7685185185185185,0.2363636363636363,0.2333333333333333,0.2314814814814814,0.0909090909090909,0.0727272727272727,0.0
761879,Luis Guillorme,0.2158273381294964,0.101063829787234,0.1595744680851064,0.8113879003558719,0.2877697841726618,0.310126582278481,0.1886120996441281,0.1510791366906475,0.0647482014388489,0.0
760865,Eloy Jiménez,0.2483660130718954,0.0516795865633074,0.1576227390180878,0.7454873646209387,0.3529411764705882,0.294478527607362,0.2545126353790614,0.1830065359477124,0.0457516339869281,0.0196078431372549
764541,Michael A. Taylor,0.1867704280155642,0.0552631578947368,0.2684210526315789,0.6061705989110708,0.2723735408560311,0.2482014388489208,0.3938294010889292,0.1361867704280155,0.0350194552529182,0.0155642023346303
765139,Bo Bichette,0.2222222222222222,0.0514138817480719,0.1619537275064267,0.7836990595611285,0.3202614379084967,0.2699386503067484,0.2163009404388714,0.15359477124183,0.0555555555555555,0.0130718954248366
757299,David Fry,0.2755102040816326,0.0798004987531172,0.1870324189526184,0.7543035993740219,0.4591836734693877,0.3466257668711656,0.245696400625978,0.1802721088435374,0.0510204081632653,0.0442176870748299
760521,Josh Jung,0.2685714285714285,0.0347826086956521,0.2043478260869565,0.6706231454005934,0.4285714285714285,0.3005464480874317,0.3293768545994065,0.1942857142857142,0.0342857142857142,0.04
753502,Amed Rosario,0.2786885245901639,0.0211640211640211,0.1719576719576719,0.7719869706840391,0.3770491803278688,0.2971246006389776,0.2280130293159609,0.2098360655737705,0.0590163934426229,0.0098360655737704
753525,Whit Merrifield,0.2202166064981949,0.0947075208913649,0.1337047353760445,0.8157894736842105,0.3068592057761732,0.3054662379421222,0.1842105263157894,0.1660649819494584,0.0433212996389891,0.0108303249097472
750018,Marco Luciano,0.2272727272727272,0.0526315789473684,0.2526315789473684,0.6942148760330579,0.3181818181818182,0.2816901408450704,0.3057851239669421,0.1515151515151515,0.0757575757575757,0.0
750145,Jordan Beck,0.2,0.0517241379310344,0.2586206896551724,0.6537313432835821,0.29375,0.2558139534883721,0.3462686567164179,0.14375,0.0375,0.01875
748911,Rafael Devers,0.272552783109405,0.0902872777017783,0.1969904240766073,0.6922428330522765,0.5182341650671785,0.3543441226575809,0.3077571669477234,0.1439539347408829,0.0748560460652591,0.0537428023032629
748998,CJ Abrams,0.2518518518518518,0.0552407932011331,0.1798866855524079,0.7521150592216582,0.4407407407407407,0.3022452504317789,0.2478849407783418,0.1481481481481481,0.0666666666666666,0.037037037037037
746065,Cristian Pache,0.1773049645390071,0.0679611650485436,0.2475728155339805,0.6952380952380952,0.2482269503546099,0.2516129032258064,0.3047619047619048,0.1276595744680851,0.0425531914893617,0.0070921985815602
740676,Rowdy Tellez,0.2436974789915966,0.0623655913978494,0.1698924731182795,0.7897990726429676,0.3893557422969187,0.3005181347150259,0.2102009273570324,0.165266106442577,0.0448179271708683,0.0336134453781512
741708,Brendan Rodgers,0.2647657841140529,0.044753086419753,0.1975308641975308,0.7448979591836735,0.4012219959266802,0.3057692307692308,0.2551020408163265,0.1832993890020366,0.054989816700611,0.0264765784114052
741129,Yordan Alvarez,0.3063063063063063,0.0969529085872576,0.1343490304709141,0.8001885014137606,0.5621621621621622,0.384,0.1998114985862394,0.1801801801801801,0.063063063063063,0.063063063063063
740444,Andrés Chaparro,0.211864406779661,0.046979865771812,0.1610738255033557,0.7490909090909091,0.4067796610169492,0.256,0.2509090909090909,0.0847457627118644,0.0932203389830508,0.0338983050847457
740415,Miles Mastrobuoni,0.2054794520547945,0.0659340659340659,0.1318681318681318,0.8067226890756303,0.2328767123287671,0.2658227848101265,0.1932773109243697,0.1780821917808219,0.0273972602739726,0.0
740156,Matt Wallner,0.2686567164179104,0.0677419354838709,0.2838709677419355,0.6088888888888889,0.5572139303482587,0.3378378378378378,0.3911111111111111,0.1144278606965174,0.0895522388059701,0.0646766169154228
743395,Austin Hedges,0.1587301587301587,0.0333333333333333,0.2666666666666666,0.6691176470588235,0.2301587301587301,0.1969696969696969,0.3308823529411764,0.119047619047619,0.0238095238095238,0.0158730158730158
741952,Vidal Bruján,0.2247706422018348,0.0744680851063829,0.1524822695035461,0.7578288100208769,0.3302752293577982,0.2928870292887029,0.2421711899791231,0.146788990825688,0.0688073394495412,0.0091743119266055
742360,Josh Bell,0.247148288973384,0.0734870317002881,0.1685878962536023,0.7333333333333333,0.4011406844106464,0.3136915077989601,0.2666666666666666,0.1653992395437262,0.0475285171102661,0.0342205323193916
738454,Jose Herrera,0.238095238095238,0.0526315789473684,0.2105263157894736,0.7485714285714286,0.3095238095238095,0.2888888888888888,0.2514285714285714,0.1904761904761904,0.0357142857142857,0.0119047619047619
738401,Kevin Newman,0.2709923664122137,0.0407523510971786,0.1379310344827586,0.8336842105263158,0.3702290076335878,0.3054545454545455,0.1663157894736842,0.1984732824427481,0.0610687022900763,0.0114503816793893
738414,Curt Casali,0.1941747572815534,0.0814814814814814,0.1555555555555555,0.8051282051282052,0.2524271844660194,0.2719298245614035,0.1948717948717948,0.1553398058252427,0.029126213592233,0.0097087378640776
738963,Mike Tauchman,0.2384615384615384,0.1030640668523676,0.1727019498607242,0.7719298245614035,0.3653846153846153,0.3333333333333333,0.2280701754385964,0.1692307692307692,0.0423076923076923,0.0269230769230769
734921,Angel Martínez,0.2377622377622377,0.0802139037433155,0.1550802139037433,0.8089171974522293,0.3496503496503496,0.310126582278481,0.1910828025477707,0.1678321678321678,0.0489510489510489,0.0209790209790209
738163,Trey Lipscomb,0.2054054054054054,0.0675105485232067,0.1518987341772152,0.7566137566137566,0.2378378378378378,0.2686567164179104,0.2433862433862433,0.1837837837837838,0.0162162162162162,0.0054054054054054
736241,Jose Miranda,0.288,0.0374449339207048,0.1365638766519823,0.7726063829787234,0.4453333333333333,0.3188775510204081,0.2273936170212765,0.184,0.0826666666666666,0.0213333333333333
736997,Johan Rojas,0.243076923076923,0.027431421446384,0.1620947630922693,0.7708674304418985,0.3261538461538461,0.2678571428571428,0.2291325695581014,0.1876923076923076,0.0461538461538461,0.0092307692307692
731725,Miguel Rojas,0.2896551724137931,0.0612244897959183,0.0932944606413994,0.8652751423149905,0.4206896551724138,0.337620578778135,0.1347248576850095,0.2,0.0689655172413793,0.0206896551724137
730764,Jacob Stallings,0.2579185520361991,0.0816993464052287,0.196078431372549,0.7110609480812641,0.4343891402714932,0.3333333333333333,0.2889390519187358,0.1493212669683258,0.0769230769230769,0.0316742081447963
